fraction	read_pairs	cs_families	ss_families	ds_families	ds_duplexes	ds_fraction_duplexes
1.0	18421322	1342032	2469821	1519055	353	0.00023238131601554913
0.7278953843983146	13408309	1284269	2354446	1459631	316	0.00021649307256423026
0.5298316906283708	9759266	1223609	2220190	1395327	250	0.00017916947066888263
0.38566204211634725	7102638	1157450	2061758	1323299	176	0.00013300093176220944
0.2807216203941176	5170615	1083961	1876284	1240856	113	9.106616722649526e-05
0.20433597178569418	3762421	1001372	1666258	1145323	69	6.024501385198761e-05
0.14873521072935117	2738369	909341	1440880	1036354	46	4.43863776277218e-05
0.1082636733874054	1993376	808593	1211917	915674	29	3.167066008208161e-05
0.07880462815669913	1450640	701244	991706	786486	14	1.7800698295964582e-05
0.05736152510448681	1056384	593188	792365	657370	5	7.606066598719139e-06
0.041753189365604	769671	490049	620581	535702	1	1.8667094765373286e-06
0.03039195382313198	560183	395031	477441	426160	0	0.0
0.02212216291070448	407727	312501	362236	332462	0	0.0
0.01610262027560939	296473	242544	271716	254865	0	0.0
0.011721022975334805	216002	185620	202555	193079	0	0.0
0.008531678524172805	157570	140667	150231	145036	0	0.0
0.006210169418915616	114762	105408	110791	107918	0	0.0
0.004520353656360241	83170	78169	81089	79552	0	0.0
0.0032903445623126675	60628	57946	59544	58717	0	0.0
0.002395026619987486	44304	42906	43758	43313	0	0.0
0.0017433288221999873	32376	31618	32081	31838	0	0.0
0.0012689610031679222	23581	23187	23427	23301	0	0.0
0.0009236708571873865	17171	16948	17079	17015	0	0.0
0.0006723357536499335	12470	12366	12428	12398	0	0.0
0.0004893900918477494	9082	9029	9065	9046	0	0.0
0.0003562247890262444	6675	6648	6666	6655	0	0.0
0.0002592943797404667	4815	4799	4810	4805	0	0.0
0.00018873918221350977	3538	3530	3535	3532	0	0.0
0.00013738237958832623	2593	2589	2592	2591	0	0.0
0.0001	1879	1878	1879	1879	0	0.0
