fraction	read_pairs	cs_families	ss_families	ds_families	ds_duplexes	ds_fraction_duplexes
1.0	32108493	2062425	4126918	2507479	393	0.00015673112317191889
0.7278953843983146	23366545	1942905	3879048	2376052	317	0.00013341458856961044
0.5298316906283708	17005953	1823980	3610649	2241518	246	0.00010974705534374473
0.38566204211634725	12378884	1702376	3317702	2100215	168	7.999181036227243e-05
0.2807216203941176	9012210	1577537	3001160	1950302	123	6.30671557533141e-05
0.20433597178569418	6558785	1447245	2661439	1788521	77	4.3052332066551076e-05
0.14873521072935117	4773261	1310728	2307444	1613680	43	2.664716672450548e-05
0.1082636733874054	3474800	1169816	1954344	1429374	19	1.3292532255378929e-05
0.07880462815669913	2529267	1025022	1614769	1237240	8	6.466004978823834e-06
0.05736152510448681	1840897	880431	1304289	1046134	5	4.77950243467854e-06
0.041753189365604	1340571	740192	1031688	863271	2	2.316769589155665e-06
0.03039195382313198	975924	609426	801611	696346	0	0.0
0.02212216291070448	709829	491219	612816	549740	0	0.0
0.01610262027560939	516167	388386	462743	425995	0	0.0
0.011721022975334805	375507	302243	346622	325616	0	0.0
0.008531678524172805	272986	231782	257387	245693	0	0.0
0.006210169418915616	198798	175748	190453	183920	0	0.0
0.004520353656360241	144830	132172	140428	136842	0	0.0
0.0032903445623126675	105582	98596	103189	101262	0	0.0
0.002395026619987486	77125	73374	75855	74826	0	0.0
0.0017433288221999873	56158	54144	55479	54932	0	0.0
0.0012689610031679222	40986	39896	40621	40321	0	0.0
0.0009236708571873865	29833	29236	29643	29474	0	0.0
0.0006723357536499335	21752	21423	21648	21555	0	0.0
0.0004893900918477494	15870	15711	15817	15773	0	0.0
0.0003562247890262444	11536	11453	11502	11484	0	0.0
0.0002592943797404667	8351	8309	8338	8325	0	0.0
0.00018873918221350977	6081	6064	6077	6073	0	0.0
0.00013738237958832623	4419	4407	4417	4414	0	0.0
0.0001	3211	3205	3211	3209	0	0.0
