fraction	read_pairs	cs_families	ss_families	ds_families	ds_duplexes	ds_fraction_duplexes
1.0	75552777	5567914	12330433	7540409	8676	0.0011506007167515714
0.7278953843983146	54986969	5223425	11464827	7113735	7293	0.0010251998422769473
0.5298316906283708	40025887	4872237	10522975	6662750	5865	0.0008802671569547108
0.38566204211634725	29137595	4511044	9504049	6179675	4531	0.0007332100798181134
0.2807216203941176	21211400	4137956	8422235	5659978	3187	0.0005630763935831552
0.20433597178569418	15440043	3752204	7302347	5101441	2064	0.000404591565402795
0.14873521072935117	11237254	3357670	6188998	4514488	1180	0.0002613806925613713
0.1082636733874054	8180770	2957127	5124576	3910527	609	0.00015573348553788273
0.07880462815669913	5954412	2557559	4147772	3309476	278	8.400121348515596e-05
0.05736152510448681	4334609	2169478	3288557	2736528	120	4.385118661310975e-05
0.041753189365604	3155823	1803476	2561900	2212477	62	2.8022890181457254e-05
0.03039195382313198	2295269	1468733	1963347	1750518	20	1.1425189572457982e-05
0.02212216291070448	1669665	1175028	1486641	1360990	6	4.408555536778374e-06
0.01610262027560939	1214781	923940	1115089	1042809	4	3.835793515399273e-06
0.011721022975334805	883822	716201	829814	789303	0	0.0
0.008531678524172805	643854	548638	614813	592260	0	0.0
0.006210169418915616	468514	414997	453074	440522	0	0.0
0.004520353656360241	341525	311638	333186	326336	0	0.0
0.0032903445623126675	248826	232303	244276	240515	0	0.0
0.002395026619987486	180872	171901	178444	176439	0	0.0
0.0017433288221999873	131801	126851	130442	129317	0	0.0
0.0012689610031679222	95937	93291	95228	94635	0	0.0
0.0009236708571873865	69932	68521	69559	69244	0	0.0
0.0006723357536499335	50809	50053	50624	50451	0	0.0
0.0004893900918477494	36823	36448	36723	36641	0	0.0
0.0003562247890262444	26728	26535	26673	26632	0	0.0
0.0002592943797404667	19421	19318	19390	19372	0	0.0
0.00018873918221350977	14155	14097	14138	14128	0	0.0
0.00013738237958832623	10395	10361	10382	10375	0	0.0
0.0001	7659	7644	7652	7648	0	0.0
